year,flag,vessels_total,fishing_hours_total,fishing_KWh_total,fishing_days_total,regionname,country,category,type,value,estimate_type,type_code,lsf_prop,new_value,subs_per_fishing_hour,subs_per_fishing_KWh,subs_per_fishing_day
2018,MAR,57,169713.47291666656,90086903.01071325,10921,Africa,Morocco,Capacity-enhancing,Fishing access,289710.22,Modeled,B6,1,289710.22,1.7070549262889383,0.003215897209448384,26.527810640051275
2018,MAR,57,169713.47291666656,90086903.01071325,10921,Africa,Morocco,Capacity-enhancing,Fuel subsidies,8047876.2,Reported,B7,0.939,7556955.7518,44.52773030878137,0.08388517641572513,691.9655481915576
2018,MAR,57,169713.47291666656,90086903.01071325,10921,Africa,Morocco,Ambiguous,Fisher assistance,2593599.73,Reported,C1,0.753,1952980.59669,11.50751654023933,0.021678851546908535,178.82800079571467
2018,MAR,57,169713.47291666656,90086903.01071325,10921,Africa,Morocco,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,MAR,57,169713.47291666656,90086903.01071325,10921,Africa,Morocco,Ambiguous,Rural fisher communities,11707290.92,Modeled,C3,0.159,1861459.25628,10.968246800264478,0.020662928728481574,170.447693094039
2018,MDG,14,27843.29111111116,9698208.859950956,1838,Africa,Madagascar,Beneficial,Fisheries mangt.,50033939.11,Reported,A1,0.743,37175216.75873,1335.1588578512128,3.8332043881057434,20225.906832823723
2018,MDG,14,27843.29111111116,9698208.859950956,1838,Africa,Madagascar,Beneficial,Fishery R&D,1219063.28,Modeled,A2,0.783,954526.54824,34.28210208451565,0.09842297294521528,519.328916343852
2018,MDG,14,27843.29111111116,9698208.859950956,1838,Africa,Madagascar,Beneficial,MPAs,10027541.19,Modeled,A3,0.779,7811454.58701,280.55069193644124,0.8054533264660484,4249.975292170838
2018,MDG,14,27843.29111111116,9698208.859950956,1838,Africa,Madagascar,Capacity-enhancing,Boat constsruct. & renov.,NA,Modeled,B1,0.848,NA,NA,NA,NA
2018,MDG,14,27843.29111111116,9698208.859950956,1838,Africa,Madagascar,Capacity-enhancing,Fisheries dev. projects,32804971.73,Reported,B2,0.742,24341289.02366,874.2245637027568,2.5098746969843146,13243.356378487486
2018,MDG,14,27843.29111111116,9698208.859950956,1838,Africa,Madagascar,Capacity-enhancing,Fishing port develop.,22974.11,Reported,B3,0.791,18172.52101,0.6526714438131943,0.001873801778495818,9.887116980413493
2018,MDG,14,27843.29111111116,9698208.859950956,1838,Africa,Madagascar,Capacity-enhancing,Markt. & storage infrast.,39887.51,Reported,B4,0.931,37135.271810000006,1.333724223253938,0.0038290855916035408,20.204173998911862
2018,MDG,14,27843.29111111116,9698208.859950956,1838,Africa,Madagascar,Capacity-enhancing,Tax exemption,NA,Modeled,B5,0.866,NA,NA,NA,NA
2018,MDG,14,27843.29111111116,9698208.859950956,1838,Africa,Madagascar,Capacity-enhancing,Fishing access,35073.78,Modeled,B6,1,35073.78,1.2596851377962082,0.0036165214119937366,19.08257889009793
2018,MDG,14,27843.29111111116,9698208.859950956,1838,Africa,Madagascar,Capacity-enhancing,Fuel subsidies,NA,Modeled,B7,0.939,NA,NA,NA,NA
2018,MDG,14,27843.29111111116,9698208.859950956,1838,Africa,Madagascar,Ambiguous,Fisher assistance,NA,Modeled,C1,0.753,NA,NA,NA,NA
2018,MDG,14,27843.29111111116,9698208.859950956,1838,Africa,Madagascar,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,MDG,14,27843.29111111116,9698208.859950956,1838,Africa,Madagascar,Ambiguous,Rural fisher communities,657322.55,Modeled,C3,0.159,104514.28545000001,3.7536613410004707,0.010776658552033755,56.86304975516867
2018,MEX,36,34809.26208333329,102121140.05978312,4071,North America,Mexico,Beneficial,Fisheries mangt.,14263871.06,Reported,A1,0.743,10598056.19758,304.4608119588482,0.10377925854897187,2603.3053789191845
2018,MEX,36,34809.26208333329,102121140.05978312,4071,North America,Mexico,Beneficial,Fishery R&D,8012475.49,Reported,A2,0.783,6273768.30867,180.23272925609896,0.06143456981578202,1541.0877692630804
2018,MEX,36,34809.26208333329,102121140.05978312,4071,North America,Mexico,Beneficial,MPAs,35935636.06,Modeled,A3,0.779,27993860.49074,804.2072372497516,0.27412404987206385,6876.408865325473
2018,MEX,36,34809.26208333329,102121140.05978312,4071,North America,Mexico,Capacity-enhancing,Boat constsruct. & renov.,11882190.44,Reported,B1,0.848,10076097.49312,289.4659895115802,0.09866808661968829,2475.0914991697373
2018,MEX,36,34809.26208333329,102121140.05978312,4071,North America,Mexico,Capacity-enhancing,Fisheries dev. projects,9515261.91,Reported,B2,0.742,7060324.33722,202.82889997258778,0.06913675594579917,1734.2973071039057
2018,MEX,36,34809.26208333329,102121140.05978312,4071,North America,Mexico,Capacity-enhancing,Fishing port develop.,NA,Modeled,B3,0.791,NA,NA,NA,NA
2018,MEX,36,34809.26208333329,102121140.05978312,4071,North America,Mexico,Capacity-enhancing,Markt. & storage infrast.,14807664.6,Reported,B4,0.931,13785935.7426,396.0421714656433,0.1349959052016999,3386.375765806927
2018,MEX,36,34809.26208333329,102121140.05978312,4071,North America,Mexico,Capacity-enhancing,Tax exemption,130530799.41,Reported,B5,0.866,113039672.28906,3247.4021430975263,1.1069174533586779,27767.05288358143
2018,MEX,36,34809.26208333329,102121140.05978312,4071,North America,Mexico,Capacity-enhancing,Fishing access,323782.64,Modeled,B6,1,323782.64,9.301623206630039,0.003170574083000378,79.53393269466962
2018,MEX,36,34809.26208333329,102121140.05978312,4071,North America,Mexico,Capacity-enhancing,Fuel subsidies,23585488.95,Reported,B7,0.939,22146774.12405,636.2322209253007,0.21686767412785418,5440.131202173913
2018,MEX,36,34809.26208333329,102121140.05978312,4071,North America,Mexico,Ambiguous,Fisher assistance,24557054.45,Reported,C1,0.753,18491462.00085,531.222464773355,0.18107379128381101,4542.240727302874
2018,MEX,36,34809.26208333329,102121140.05978312,4071,North America,Mexico,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,MEX,36,34809.26208333329,102121140.05978312,4071,North America,Mexico,Ambiguous,Rural fisher communities,NA,Modeled,C3,0.159,NA,NA,NA,NA
2018,MHL,17,17021.571250000008,26485248.36188669,1732,Oceania,Marshall Is,Beneficial,Fisheries mangt.,20429616.6,Modeled,A1,0.743,15179205.133800002,891.7628643595399,0.5731192294818527,8763.975250461895
2018,MHL,17,17021.571250000008,26485248.36188669,1732,Oceania,Marshall Is,Beneficial,Fishery R&D,4904914.71,Modeled,A2,0.783,3840548.2179300003,225.62830196595385,0.14500706829152107,2217.4065923383373
2018,MHL,17,17021.571250000008,26485248.36188669,1732,Oceania,Marshall Is,Beneficial,MPAs,2972441.8,Modeled,A3,0.779,2315532.1622,136.03515963310375,0.08742723989449695,1336.9123338337183
2018,MHL,17,17021.571250000008,26485248.36188669,1732,Oceania,Marshall Is,Capacity-enhancing,Boat constsruct. & renov.,NA,Modeled,B1,0.848,NA,NA,NA,NA
2018,MHL,17,17021.571250000008,26485248.36188669,1732,Oceania,Marshall Is,Capacity-enhancing,Fisheries dev. projects,2062674.36,Modeled,B2,0.742,1530504.37512,89.91557551539194,0.05778705014231453,883.6630341339492
2018,MHL,17,17021.571250000008,26485248.36188669,1732,Oceania,Marshall Is,Capacity-enhancing,Fishing port develop.,1284873.1,Modeled,B3,0.791,1016334.6221000002,59.70862543609184,0.03837361115943113,586.7982806581987
2018,MHL,17,17021.571250000008,26485248.36188669,1732,Oceania,Marshall Is,Capacity-enhancing,Markt. & storage infrast.,1645280.98,Modeled,B4,0.931,1531756.59238,89.98914200591202,0.057834329942861994,884.3860233140878
2018,MHL,17,17021.571250000008,26485248.36188669,1732,Oceania,Marshall Is,Capacity-enhancing,Tax exemption,NA,Modeled,B5,0.866,NA,NA,NA,NA
2018,MHL,17,17021.571250000008,26485248.36188669,1732,Oceania,Marshall Is,Capacity-enhancing,Fishing access,1928764.83,Modeled,B6,1,1928764.83,113.31297220872011,0.07282411717065747,1113.6055600461893
2018,MHL,17,17021.571250000008,26485248.36188669,1732,Oceania,Marshall Is,Capacity-enhancing,Fuel subsidies,NA,Modeled,B7,0.939,NA,NA,NA,NA
2018,MHL,17,17021.571250000008,26485248.36188669,1732,Oceania,Marshall Is,Ambiguous,Fisher assistance,NA,Modeled,C1,0.753,NA,NA,NA,NA
2018,MHL,17,17021.571250000008,26485248.36188669,1732,Oceania,Marshall Is,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,MHL,17,17021.571250000008,26485248.36188669,1732,Oceania,Marshall Is,Ambiguous,Rural fisher communities,NA,Modeled,C3,0.159,NA,NA,NA,NA
2018,MLT,81,32007.253194444453,10336811.98165376,4290,Europe,Malta,Beneficial,Fisheries mangt.,1117657.98,Modeled,A1,0.743,830419.87914,25.944740527879386,0.0803361694702261,193.5710673986014
2018,MLT,81,32007.253194444453,10336811.98165376,4290,Europe,Malta,Beneficial,Fishery R&D,268336.76,Modeled,A2,0.783,210107.68308000002,6.564377199242724,0.020326158921426512,48.97614990209791
2018,MLT,81,32007.253194444453,10336811.98165376,4290,Europe,Malta,Beneficial,MPAs,8878676.27,Modeled,A3,0.779,6916488.8143299995,216.0912956920185,0.6691123749378142,1612.2351548554777
2018,MLT,81,32007.253194444453,10336811.98165376,4290,Europe,Malta,Capacity-enhancing,Boat constsruct. & renov.,2295481.56,Modeled,B1,0.848,1946568.36288,60.81647653594557,0.1883141887784026,453.7455391328671
2018,MLT,81,32007.253194444453,10336811.98165376,4290,Europe,Malta,Capacity-enhancing,Fisheries dev. projects,NA,Modeled,B2,0.742,NA,NA,NA,NA
2018,MLT,81,32007.253194444453,10336811.98165376,4290,Europe,Malta,Capacity-enhancing,Fishing port develop.,NA,Modeled,B3,0.791,NA,NA,NA,NA
2018,MLT,81,32007.253194444453,10336811.98165376,4290,Europe,Malta,Capacity-enhancing,Markt. & storage infrast.,4718446.44,Modeled,B4,0.931,4392873.635640001,137.2461925724535,0.4249737388506893,1023.9798684475527
2018,MLT,81,32007.253194444453,10336811.98165376,4290,Europe,Malta,Capacity-enhancing,Tax exemption,NA,Modeled,B5,0.866,NA,NA,NA,NA
2018,MLT,81,32007.253194444453,10336811.98165376,4290,Europe,Malta,Capacity-enhancing,Fishing access,4145226.03,Modeled,B6,1,4145226.03,129.5089586356474,0.40101590677639626,966.2531538461539
2018,MLT,81,32007.253194444453,10336811.98165376,4290,Europe,Malta,Capacity-enhancing,Fuel subsidies,3588789.26,Modeled,B7,0.939,3369873.1151399994,105.28467077971294,0.32600700497609925,785.5182086573425
2018,MLT,81,32007.253194444453,10336811.98165376,4290,Europe,Malta,Ambiguous,Fisher assistance,1686150.67,Modeled,C1,0.753,1269671.4545099998,39.66824165749964,0.12283008114721154,295.960712006993
2018,MLT,81,32007.253194444453,10336811.98165376,4290,Europe,Malta,Ambiguous,Vessel buyback,1066436.4,Modeled,C2,0.998,1064303.5272,33.251948261050174,0.10296245390638563,248.08940027972025
2018,MLT,81,32007.253194444453,10336811.98165376,4290,Europe,Malta,Ambiguous,Rural fisher communities,NA,Modeled,C3,0.159,NA,NA,NA,NA
2018,MNE,14,6615.481527777777,1439253.1310067533,609,Europe,Montenegro,Beneficial,Fisheries mangt.,280477.9,Modeled,A1,0.743,208395.0797,31.501120337948024,0.1447939040120262,342.1922490968801
2018,MNE,14,6615.481527777777,1439253.1310067533,609,Europe,Montenegro,Beneficial,Fishery R&D,NA,Modeled,A2,0.783,NA,NA,NA,NA
2018,MNE,14,6615.481527777777,1439253.1310067533,609,Europe,Montenegro,Beneficial,MPAs,34342.31,Modeled,A3,0.779,26752.65949,4.043947425091904,0.018587876526825125,43.92883331691297
2018,MNE,14,6615.481527777777,1439253.1310067533,609,Europe,Montenegro,Capacity-enhancing,Boat constsruct. & renov.,NA,Modeled,B1,0.848,NA,NA,NA,NA
2018,MNE,14,6615.481527777777,1439253.1310067533,609,Europe,Montenegro,Capacity-enhancing,Fisheries dev. projects,94630.69,Modeled,B2,0.742,70215.97198,10.613886787404638,0.0487863951568298,115.29716252873564
2018,MNE,14,6615.481527777777,1439253.1310067533,609,Europe,Montenegro,Capacity-enhancing,Fishing port develop.,NA,Modeled,B3,0.791,NA,NA,NA,NA
2018,MNE,14,6615.481527777777,1439253.1310067533,609,Europe,Montenegro,Capacity-enhancing,Markt. & storage infrast.,NA,Modeled,B4,0.931,NA,NA,NA,NA
2018,MNE,14,6615.481527777777,1439253.1310067533,609,Europe,Montenegro,Capacity-enhancing,Tax exemption,NA,Modeled,B5,0.866,NA,NA,NA,NA
2018,MNE,14,6615.481527777777,1439253.1310067533,609,Europe,Montenegro,Capacity-enhancing,Fishing access,NA,Modeled,B6,1,NA,NA,NA,NA
2018,MNE,14,6615.481527777777,1439253.1310067533,609,Europe,Montenegro,Capacity-enhancing,Fuel subsidies,0,Reported,B7,0.939,0,0,0,0
2018,MNE,14,6615.481527777777,1439253.1310067533,609,Europe,Montenegro,Ambiguous,Fisher assistance,NA,Modeled,C1,0.753,NA,NA,NA,NA
2018,MNE,14,6615.481527777777,1439253.1310067533,609,Europe,Montenegro,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,MNE,14,6615.481527777777,1439253.1310067533,609,Europe,Montenegro,Ambiguous,Rural fisher communities,NA,Modeled,C3,0.159,NA,NA,NA,NA
2018,MOZ,21,49331.30805555601,34337059.91577748,2610,Africa,Mozambique,Beneficial,Fisheries mangt.,13228364.17,Reported,A1,0.743,9828674.57831,199.2380694069804,0.2862410061437391,3765.7757005019157
2018,MOZ,21,49331.30805555601,34337059.91577748,2610,Africa,Mozambique,Beneficial,Fishery R&D,525204.48,Reported,A2,0.783,411235.10784,8.3361890055069,0.011976421651961012,157.561344
2018,MOZ,21,49331.30805555601,34337059.91577748,2610,Africa,Mozambique,Beneficial,MPAs,1300751.47,Modeled,A3,0.779,1013285.39513,20.540412064258597,0.029509963800494376,388.23195215708813
2018,MOZ,21,49331.30805555601,34337059.91577748,2610,Africa,Mozambique,Capacity-enhancing,Boat constsruct. & renov.,NA,Modeled,B1,0.848,NA,NA,NA,NA
2018,MOZ,21,49331.30805555601,34337059.91577748,2610,Africa,Mozambique,Capacity-enhancing,Fisheries dev. projects,7749905.32,Reported,B2,0.742,5750429.74744,116.56755059006285,0.16747006766289108,2203.2297882911876
2018,MOZ,21,49331.30805555601,34337059.91577748,2610,Africa,Mozambique,Capacity-enhancing,Fishing port develop.,11923445.75,Modeled,B3,0.791,9431445.58825,191.185799850036,0.27467248539576794,3613.5806851532566
2018,MOZ,21,49331.30805555601,34337059.91577748,2610,Africa,Mozambique,Capacity-enhancing,Markt. & storage infrast.,383333.33,Reported,B4,0.931,356883.33023,7.234418552779598,0.010393531976976756,136.73690813409962
2018,MOZ,21,49331.30805555601,34337059.91577748,2610,Africa,Mozambique,Capacity-enhancing,Tax exemption,2391873.08,Modeled,B5,0.866,2071362.08728,41.98879309965327,0.06032438689744177,793.62532079693494
2018,MOZ,21,49331.30805555601,34337059.91577748,2610,Africa,Mozambique,Capacity-enhancing,Fishing access,NA,Modeled,B6,1,NA,NA,NA,NA
2018,MOZ,21,49331.30805555601,34337059.91577748,2610,Africa,Mozambique,Capacity-enhancing,Fuel subsidies,1473898.47,Modeled,B7,0.939,1383990.66333,28.055016537801414,0.040306032803177544,530.2646219655172
2018,MOZ,21,49331.30805555601,34337059.91577748,2610,Africa,Mozambique,Ambiguous,Fisher assistance,195496.05,Reported,C1,0.753,147208.52565,2.984079106197964,0.004287161626856683,56.40173396551724
2018,MOZ,21,49331.30805555601,34337059.91577748,2610,Africa,Mozambique,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,MOZ,21,49331.30805555601,34337059.91577748,2610,Africa,Mozambique,Ambiguous,Rural fisher communities,691360.07,Modeled,C3,0.159,109926.25112999999,2.2283262995216564,0.0032013879871960194,42.117337597701145
2018,MRT,10,18502.871388888943,9652567.897667706,1361,Africa,Mauritania,Beneficial,Fisheries mangt.,3090217.04,Reported,A1,0.743,2296031.26072,124.09053775830583,0.2378674032714939,1687.0178256576048
2018,MRT,10,18502.871388888943,9652567.897667706,1361,Africa,Mauritania,Beneficial,Fishery R&D,511872.2,Reported,A2,0.783,400795.9326,21.661282953124765,0.0415222080641196,294.48635753122704
2018,MRT,10,18502.871388888943,9652567.897667706,1361,Africa,Mauritania,Beneficial,MPAs,818875.3,Modeled,A3,0.779,637903.8587000001,34.47593864177558,0.06608644098262527,468.70232086700963
2018,MRT,10,18502.871388888943,9652567.897667706,1361,Africa,Mauritania,Capacity-enhancing,Boat constsruct. & renov.,1955973.63,Modeled,B1,0.848,1658665.6382399998,89.6436884512982,0.17183672322478805,1218.7109759294635
2018,MRT,10,18502.871388888943,9652567.897667706,1361,Africa,Mauritania,Capacity-enhancing,Fisheries dev. projects,1016060.92,Reported,B2,0.742,753917.20264,40.745957035227015,0.07810535089032264,553.9435728434975
2018,MRT,10,18502.871388888943,9652567.897667706,1361,Africa,Mauritania,Capacity-enhancing,Fishing port develop.,14709876.34,Reported,B3,0.791,11635512.184940001,628.849000805744,1.2054317885452452,8549.237461381337
2018,MRT,10,18502.871388888943,9652567.897667706,1361,Africa,Mauritania,Capacity-enhancing,Markt. & storage infrast.,6367759.65,Reported,B4,0.931,5928384.234150001,320.4034719557107,0.6141769005926849,4355.903184533432
2018,MRT,10,18502.871388888943,9652567.897667706,1361,Africa,Mauritania,Capacity-enhancing,Tax exemption,3271498.92,Modeled,B5,0.866,2833118.06472,153.11775157348282,0.29350926041188996,2081.6444266862604
2018,MRT,10,18502.871388888943,9652567.897667706,1361,Africa,Mauritania,Capacity-enhancing,Fishing access,122240.29,Modeled,B6,1,122240.29,6.60655783801242,0.012664017626805423,89.81652461425422
2018,MRT,10,18502.871388888943,9652567.897667706,1361,Africa,Mauritania,Capacity-enhancing,Fuel subsidies,2026868.78,Modeled,B7,0.939,1903229.78442,102.86132051714405,0.19717341588240642,1398.40542573108
2018,MRT,10,18502.871388888943,9652567.897667706,1361,Africa,Mauritania,Ambiguous,Fisher assistance,1255344.91,Reported,C1,0.753,945274.71723,51.088001281662784,0.09792986977676699,694.5442448420279
2018,MRT,10,18502.871388888943,9652567.897667706,1361,Africa,Mauritania,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,MRT,10,18502.871388888943,9652567.897667706,1361,Africa,Mauritania,Ambiguous,Rural fisher communities,3674286.28,Modeled,C3,0.159,584211.5185199999,31.574100378324065,0.06052394810516273,429.2516668038207
2018,MUS,44,49146.700555555544,22053795.486216944,3270,Africa,Mauritius,Beneficial,Fisheries mangt.,3922568.52,Modeled,A1,0.743,2914468.41036,59.30140533168606,0.1321526905507702,891.2747432293578
2018,MUS,44,49146.700555555544,22053795.486216944,3270,Africa,Mauritius,Beneficial,Fishery R&D,NA,Modeled,A2,0.783,NA,NA,NA,NA
2018,MUS,44,49146.700555555544,22053795.486216944,3270,Africa,Mauritius,Beneficial,MPAs,780448.58,Modeled,A3,0.779,607969.44382,12.370503756050724,0.027567565147684686,185.92337731498472
2018,MUS,44,49146.700555555544,22053795.486216944,3270,Africa,Mauritius,Capacity-enhancing,Boat constsruct. & renov.,NA,Modeled,B1,0.848,NA,NA,NA,NA
2018,MUS,44,49146.700555555544,22053795.486216944,3270,Africa,Mauritius,Capacity-enhancing,Fisheries dev. projects,1349623.73,Modeled,B2,0.742,1001420.8076599999,20.37615539476534,0.04540809350870521,306.2448953088685
2018,MUS,44,49146.700555555544,22053795.486216944,3270,Africa,Mauritius,Capacity-enhancing,Fishing port develop.,NA,Modeled,B3,0.791,NA,NA,NA,NA
2018,MUS,44,49146.700555555544,22053795.486216944,3270,Africa,Mauritius,Capacity-enhancing,Markt. & storage infrast.,NA,Modeled,B4,0.931,NA,NA,NA,NA
2018,MUS,44,49146.700555555544,22053795.486216944,3270,Africa,Mauritius,Capacity-enhancing,Tax exemption,NA,Modeled,B5,0.866,NA,NA,NA,NA
2018,MUS,44,49146.700555555544,22053795.486216944,3270,Africa,Mauritius,Capacity-enhancing,Fishing access,6051.47,Modeled,B6,1,6051.47,0.1231307479768536,2.743958518968771e-4,1.8506024464831805
2018,MUS,44,49146.700555555544,22053795.486216944,3270,Africa,Mauritius,Capacity-enhancing,Fuel subsidies,NA,Modeled,B7,0.939,NA,NA,NA,NA
2018,MUS,44,49146.700555555544,22053795.486216944,3270,Africa,Mauritius,Ambiguous,Fisher assistance,NA,Modeled,C1,0.753,NA,NA,NA,NA
2018,MUS,44,49146.700555555544,22053795.486216944,3270,Africa,Mauritius,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,MUS,44,49146.700555555544,22053795.486216944,3270,Africa,Mauritius,Ambiguous,Rural fisher communities,NA,Modeled,C3,0.159,NA,NA,NA,NA
2018,MYS,320,173793.6556944444,65788436.37605685,16594,Asia,Malaysia,Beneficial,Fisheries mangt.,54244846.23,Reported,A1,0.743,40303920.74889,231.90674359109173,0.6126292547600093,2428.824921591539
2018,MYS,320,173793.6556944444,65788436.37605685,16594,Asia,Malaysia,Beneficial,Fishery R&D,6499537.44,Reported,A2,0.783,5089137.815520001,29.282644381837944,0.07735611447625391,306.6854173508497
2018,MYS,320,173793.6556944444,65788436.37605685,16594,Asia,Malaysia,Beneficial,MPAs,8206086.76,Modeled,A3,0.779,6392541.58604,36.78236446835009,0.09716816416640832,385.2321071495722
2018,MYS,320,173793.6556944444,65788436.37605685,16594,Asia,Malaysia,Capacity-enhancing,Boat constsruct. & renov.,55397596.97,Modeled,B1,0.848,46977162.23056,270.30424121553074,0.7140641246135003,2830.9727751331807
2018,MYS,320,173793.6556944444,65788436.37605685,16594,Asia,Malaysia,Capacity-enhancing,Fisheries dev. projects,59466863.6,Reported,B2,0.742,44124412.7912,253.88966366400282,0.6707016494354425,2659.0582614921054
2018,MYS,320,173793.6556944444,65788436.37605685,16594,Asia,Malaysia,Capacity-enhancing,Fishing port develop.,3501657.77,Reported,B3,0.791,2769811.29607,15.937355624417892,0.042101795522807864,166.91643341388453
2018,MYS,320,173793.6556944444,65788436.37605685,16594,Asia,Malaysia,Capacity-enhancing,Markt. & storage infrast.,113871790.12,Modeled,B4,0.931,106014636.60172,610.0029151127923,1.6114478841801922,6388.733072298422
2018,MYS,320,173793.6556944444,65788436.37605685,16594,Asia,Malaysia,Capacity-enhancing,Tax exemption,170232829.58,Modeled,B5,0.866,147421630.41628,848.2566859371989,2.240844113904687,8884.03220539231
2018,MYS,320,173793.6556944444,65788436.37605685,16594,Asia,Malaysia,Capacity-enhancing,Fishing access,3849380.43,Modeled,B6,1,3849380.43,22.149142410398426,0.058511505091812,231.97423345787635
2018,MYS,320,173793.6556944444,65788436.37605685,16594,Asia,Malaysia,Capacity-enhancing,Fuel subsidies,74825408.33,Reported,B7,0.939,70261058.42187,404.27861501112324,1.0679849270204105,4234.12428720441
2018,MYS,320,173793.6556944444,65788436.37605685,16594,Asia,Malaysia,Ambiguous,Fisher assistance,65754704.81,Reported,C1,0.753,49513292.721930005,284.8970091807142,0.7526139159001194,2983.8069616686757
2018,MYS,320,173793.6556944444,65788436.37605685,16594,Asia,Malaysia,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,MYS,320,173793.6556944444,65788436.37605685,16594,Asia,Malaysia,Ambiguous,Rural fisher communities,NA,Modeled,C3,0.159,NA,NA,NA,NA
2018,NAM,69,160397.72500000068,195136826.50932807,9435,Africa,Namibia,Beneficial,Fisheries mangt.,12877659.34,Reported,A1,0.743,9568100.88962,59.652347872265395,0.049032779003211985,1014.1071425140435
2018,NAM,69,160397.72500000068,195136826.50932807,9435,Africa,Namibia,Beneficial,Fishery R&D,3682060.97,Modeled,A2,0.783,2883053.73951,17.974405431934823,0.01477452406643593,305.5700836788553
2018,NAM,69,160397.72500000068,195136826.50932807,9435,Africa,Namibia,Beneficial,MPAs,592958.25,Modeled,A3,0.779,461914.47675000003,2.879806909667815,0.00236713123305774,48.957549205087446
2018,NAM,69,160397.72500000068,195136826.50932807,9435,Africa,Namibia,Capacity-enhancing,Boat constsruct. & renov.,NA,Modeled,B1,0.848,NA,NA,NA,NA
2018,NAM,69,160397.72500000068,195136826.50932807,9435,Africa,Namibia,Capacity-enhancing,Fisheries dev. projects,39733058.01,Modeled,B2,0.742,29481929.04342,183.8051571081814,0.1510833683769613,3124.7407571192366
2018,NAM,69,160397.72500000068,195136826.50932807,9435,Africa,Namibia,Capacity-enhancing,Fishing port develop.,NA,Modeled,B3,0.791,NA,NA,NA,NA
2018,NAM,69,160397.72500000068,195136826.50932807,9435,Africa,Namibia,Capacity-enhancing,Markt. & storage infrast.,52612685.65,Modeled,B4,0.931,48982410.34015,305.3809543754426,0.2510157165941638,5191.564423969263
2018,NAM,69,160397.72500000068,195136826.50932807,9435,Africa,Namibia,Capacity-enhancing,Tax exemption,NA,Modeled,B5,0.866,NA,NA,NA,NA
2018,NAM,69,160397.72500000068,195136826.50932807,9435,Africa,Namibia,Capacity-enhancing,Fishing access,13027.17,Modeled,B6,1,13027.17,0.08121792251105772,6.675915680824739e-5,1.3807281399046105
2018,NAM,69,160397.72500000068,195136826.50932807,9435,Africa,Namibia,Capacity-enhancing,Fuel subsidies,5167175.59,Modeled,B7,0.939,4851977.879009999,30.24966768705715,0.0248644910640589,514.2530873354531
2018,NAM,69,160397.72500000068,195136826.50932807,9435,Africa,Namibia,Ambiguous,Fisher assistance,294376.12,Reported,C1,0.753,221665.21836,1.3819723338345296,0.0011359476441490854,23.49392881399046
2018,NAM,69,160397.72500000068,195136826.50932807,9435,Africa,Namibia,Ambiguous,Vessel buyback,NA,Modeled,C2,0.998,NA,NA,NA,NA
2018,NAM,69,160397.72500000068,195136826.50932807,9435,Africa,Namibia,Ambiguous,Rural fisher communities,NA,Modeled,C3,0.159,NA,NA,NA,NA
2018,NGA,13,20063.82777777779,17776780.83356863,1079,Africa,Nigeria,Beneficial,Fisheries mangt.,67382656.54,Modeled,A1,0.743,50065313.80922,2495.3022107113143,2.8163318363401095,46399.73476294718
2018,NGA,13,20063.82777777779,17776780.83356863,1079,Africa,Nigeria,Beneficial,Fishery R&D,5650796.87,Modeled,A2,0.783,4424573.94921,220.52491669164698,0.24889624227435456,4100.624605384615
2018,NGA,13,20063.82777777779,17776780.83356863,1079,Africa,Nigeria,Beneficial,MPAs,NA,Modeled,A3,0.779,NA,NA,NA,NA
2018,NGA,13,20063.82777777779,17776780.83356863,1079,Africa,Nigeria,Capacity-enhancing,Boat constsruct. & renov.,NA,Modeled,B1,0.848,NA,NA,NA,NA
2018,NGA,13,20063.82777777779,17776780.83356863,1079,Africa,Nigeria,Capacity-enhancing,Fisheries dev. projects,81180864.77,Modeled,B2,0.742,60236201.659339994,3002.228803322173,3.3884763626940537,55825.951491510656
2018,NGA,13,20063.82777777779,17776780.83356863,1079,Africa,Nigeria,Capacity-enhancing,Fishing port develop.,NA,Modeled,B3,0.791,NA,NA,NA,NA
2018,NGA,13,20063.82777777779,17776780.83356863,1079,Africa,Nigeria,Capacity-enhancing,Markt. & storage infrast.,NA,Modeled,B4,0.931,NA,NA,NA,NA
2018,NGA,13,20063.82777777779,17776780.83356863,1079,Africa,Nigeria,Capacity-enhancing,Tax exemption,NA,Modeled,B5,0.866,NA,NA,NA,NA
2018,NGA,13,20063.82777777779,17776780.83356863,1079,Africa,Nigeria,Capacity-enhancing,Fishing access,1588003.99,Modeled,B6,1,1588003.99,79.14760870100942,0.08933023390834108,1471.7367840593142
